projectID,sciVocTopics
101057739,"['coronaviruses', 'air pollution engineering', 'cardiovascular diseases', 'pollution', 'climatic changes']"
101057741,"['renewable energy', 'mining and mineral processing', 'government systems']"
101057746,"['psychology', 'breast cancer', 'health economics', 'machine learning']"
101057747,"['eHealth', 'internet of things', 'physiotherapy']"
101057765,"['food technology', 'composites', 'fruit growing', 'forestry']"
101057769,"['physiology', 'pharmacology and pharmacy']"
101057775,"['virology', 'pandemics', 'vaccines', 'robotics']"
101057777,"['gene therapy', 'DNA', 'oncology', 'RNA', 'immunotherapy']"
101057778,"['bioreactors', 'pharmaceutical drugs', 'immunology', 'nanomedicine', 'machine learning']"
101057779,"['sensors', 'pollution']"
101057816,"['pharmaceutical drugs', 'business models', 'productivity', 'sustainable economy']"
101057821,"['nutrition', 'pancreatic cancer', 'ultrasound']"
101057832,"['governance', 'mining and mineral processing']"
101057843,"['health sciences', 'productivity']"
101057844,"['databases', 'pharmaceutical drugs']"
101057849,"['mortality', 'databases', 'natural language processing', 'cardiovascular diseases', 'machine learning']"
101057853,"['pandemics', 'HIV', 'coronaviruses', 'cervical cancer', 'DNA viruses']"
101057882,"['malaria', 'immunology', 'vaccines', 'obstetrics']"
101057894,"['product engineering', 'photochemistry', 'tissue engineering', 'cells technologies']"
101057901,"['innovation management', 'composites', 'polyurethane', 'planets', 'pollution']"
101057902,"['public health', 'business models', 'diagnostic imaging', 'ultrasound']"
101057917,"['virology', 'pathophysiology', 'hepatitis B', 'hepatology']"
101057919,"['prostate cancer', 'signal processing', 'breast cancer', 'magnetic resonance imaging', 'ultrasound']"
101057934,['microelectronics']
101057941,"['fibers', 'DNA', 'oncology', 'employment', 'laboratory samples analysis']"
101057954,"['renewable energy', 'combined heat and power']"
101057960,"['polymer sciences', 'soft robotics', 'sustainable economy']"
101057961,"['bacteriology', 'virology', 'biomolecules', 'pandemics', 'nano-materials']"
101057970,['software']
101057971,"['recycling', 'ecology', 'polymer sciences', 'biomass']"
101057977,"['quantum computers', 'superconductivity']"
101057978,"['drug discovery', 'proteins', 'molecular biology']"
101057988,"['virology', 'textiles', 'coating and films', 'nano-materials', 'sustainable economy']"
101057992,"['transition metals', 'infectious diseases', 'textiles', 'coating and films', 'nano-materials']"
101058000,"['pharmaceutical drugs', 'oncology', 'obesity']"
101058004,"['fibers', 'microscopy', 'oncology', 'laser physics', 'spectroscopy']"
101058007,"['linguistics', 'ecosystems']"
101058011,"['sensors', 'nanoelectromechanical systems', 'agriculture', 'photons']"
101058016,"['super resolution microscopy', 'materials engineering', 'laser physics']"
101058020,"['ecosystems', 'agriculture']"
101058027,"['proteins', 'amines']"
101058032,"['recycling', 'energy and fuels']"
101058035,"['DNA', 'proteins', 'automation']"
101058039,"['optical sensors', 'business models']"
101058054,"['composites', 'wind power', 'coating and films', 'sustainable economy']"
101058055,"['prostate cancer', 'proteins']"
101058056,"['drug discovery', 'artificial intelligence', 'microfluidics', 'personalized medicine']"
101058075,['laser physics']
101058076,"['renewable energy', 'transition metals', 'mining and mineral processing', 'coating and films', 'fuel cells']"
101058078,"['composites', 'sustainable economy', 'ceramics']"
101058079,"['graphene', 'microelectronics']"
101058089,['recycling']
101058094,['pandemics']
101058100,"['alcohols', 'catalysis']"
101058103,"['drug discovery', 'mortality', 'RNA', 'cardiology']"
101058111,"['diabetes', 'sensors', 'obesity']"
101058124,"['transition metals', 'bioleaching']"
101058125,"['surgery', 'oncology']"
101058129,"['artificial intelligence', 'software', 'volcanology', 'seismology', 'crisis management']"
101058142,"['pharmaceutical drugs', 'coating and films', 'sustainable economy']"
101058162,"['biological interactions', 'waste treatment processes', 'biomass']"
101058163,"['governance', 'business models', 'sustainable economy']"
101058166,"['software', 'spacecraft', 'ecosystems']"
101058174,"['post-transition metals', 'materials engineering', 'taxation', 'biological interactions', 'energy and fuels']"
101058178,"['transition metals', 'mining and mineral processing', 'remote sensing', 'drones', 'simulation software']"
101058179,['energy and fuels']
101058200,"['proteins', 'lipids', 'carbohydrates', 'oncology', 'homeostasis']"
101058224,"['cell signaling', 'colorectal cancer']"
101058229,['pancreatic cancer']
101058236,"['optical sensors', 'productivity', 'materials engineering', 'employment']"
101058240,"['databases', 'physiotherapy', 'dementia', 'stroke']"
101058245,"['governance', 'ecosystems']"
101058252,"['automation', 'employment', 'robotics']"
101058278,['signal processing']
101058279,"['microwave technology', 'automation', 'chemical process engineering', 'sustainable economy', 'ultrasound']"
101058284,"['internet of things', 'sensors', 'semiconductivity', 'metalloids']"
101058293,"['alcohols', 'catalysis', 'energy and fuels', 'climatic changes']"
101058310,"['recycling', 'mining and mineral processing', 'sensors', 'sustainable economy', 'spectroscopy']"
101058328,"['recycling', 'polymer sciences']"
101058349,"['bioreactors', 'stem cells', 'oncology']"
101058359,"['recycling', 'electric batteries', 'cryptography', 'business models', 'sustainable economy']"
101058362,"['transition metals', 'waste treatment processes']"
101058369,"['aldehydes', 'biomass', 'forestry']"
101058371,"['biocomposites', 'polymer sciences']"
101058384,"['artificial intelligence', 'manufacturing engineering', 'automation', 'ecosystems', 'biological interactions']"
101058385,"['governance', 'innovation management', 'entrepreneurship', 'sustainable economy']"
101058386,"['software', 'particle physics', 'radio astronomy', 'supercomputers']"
101058406,"['manufacturing engineering', 'internet of things', 'remanufacturing']"
101058409,"['fibers', 'productivity', 'deep learning', 'data exchange', 'pulsed lasers']"
101058412,['recycling']
101058414,"['recycling', 'sustainable economy']"
101058416,['wastewater treatment processes']
101058422,"['virology', 'pandemics', 'mycology', 'coating and films', 'nano-materials']"
101058426,"['recycling', 'wastewater treatment processes', 'sustainability sciences', 'sustainable economy']"
101058427,"['data science', 'computational science', 'oncology', 'machine learning']"
101058429,"['natural gas', 'simulation software']"
101058449,['polymer sciences']
101058450,"['transition metals', 'coating and films', 'nano-materials', 'musicology']"
101058453,"['pharmaceutical drugs', 'automation', 'polymer sciences', 'biofuels']"
101058457,"['history', 'climatic changes', 'globalization']"
101058458,"['software', 'composites']"
101058459,"['coating and films', 'production economics', 'sustainable building']"
101058477,"['cognitive robots', 'subtractive manufacturing', 'sensors', 'additive manufacturing', 'machine learning']"
101058479,"['productivity', 'data processing']"
101058481,"['recycling', 'ecosystems', 'energy and fuels']"
101058487,"['recycling', 'cryptography', 'business models', 'sustainable economy']"
101058505,"['productivity', 'forestry']"
101058516,"['proteomics', 'dementia', 'computer security']"
101058518,['big data']
101058521,"['aircraft', 'pandemics', 'mechatronics', 'ecosystems', 'robotics']"
101058522,['mining and mineral processing']
101058523,"['geometry', 'laser physics']"
101058525,['climatic changes']
101058526,"['innovation management', 'radar']"
101058540,"['recycling', 'polymer sciences', 'textiles', 'thermochemistry', 'catalysis']"
101058541,['ontology']
101058547,['hydrogen energy']
101058548,"['productivity', 'ecosystems', 'employment', 'robotics']"
101058554,['textiles']
101058559,['software']
101058565,"['catalysis', 'chemical process engineering', 'additive manufacturing']"
101058570,"['proteins', 'textiles', 'coating and films', 'nano-materials']"
101058573,"['neurobiology', 'artificial intelligence', 'data science', 'knowledge engineering', 'oncology']"
101058574,"['supervised learning', 'automotive engineering', 'multiphysics', 'additive manufacturing', 'biomass']"
101058578,['wastewater treatment processes']
101058580,"['waste management', 'automation', 'construction engineering', 'sustainable economy']"
101058583,"['metalloids', 'photovoltaic']"
101058585,['ecosystems']
101058589,"['food technology', 'ecosystems', 'humanities', 'robotics', 'social sciences']"
101058593,"['deep learning', 'catalysis', 'data processing']"
101058595,"['medical and health sciences', 'spectroscopy']"
101058598,"['software', 'renewable energy', 'ecosystems', 'production economics']"
101058608,"['catalysis', 'aliphatic compounds']"
101058620,"['governance', 'oncology']"
101058625,"['pollution', 'ecosystems']"
101058632,"['recycling', 'renewable energy', 'mining and mineral processing', 'sustainable economy']"
101058636,"['recycling', 'revolutions']"
101058643,"['electrolysis', 'thermodynamics', 'catalysis', 'energy and fuels']"
101058651,"['pollution', 'biological interactions']"
101058654,"['biocomposites', 'textiles', 'remanufacturing', 'polyhydroxyalkanoates']"
101058656,['biological interactions']
101058657,"['renewable energy', 'ecosystems', 'machine learning']"
101058673,"['materials engineering', 'forestry']"
101058680,"['manufacturing engineering', 'automation', 'sensors']"
101058682,"['ontology', 'automation', 'ecosystems', 'sustainable economy']"
101058684,['seismology']
101058692,['biological interactions']
101058693,"['revolutions', 'ecosystems']"
101058694,"['recycling', 'coal', 'computer vision', 'deep learning', 'sustainable economy']"
101058696,"['organic acids', 'inorganic compounds', 'transition metals', 'waste treatment processes']"
101058697,"['asthma', 'history']"
101058699,"['transition metals', 'polymer sciences', 'coating and films', 'energy and fuels']"
101058715,"['artificial intelligence', 'big data', 'mining and mineral processing', 'metallurgy', 'chemical sciences']"
101058728,"['big data', 'ecosystems']"
101058731,"['automation', 'productivity', 'robotics', 'additive manufacturing', 'simulation software']"
101058751,"['virology', 'mycology', 'textiles', 'coronaviruses', 'pathology']"
101058756,"['recycling', 'fibers', 'composites', 'coating and films', 'spectroscopy']"
101058779,"['databases', 'business models', 'biomaterials', 'data processing']"
101058784,"['recycling', 'coating and films', 'fuel cells']"
101058785,"['data science', 'satellite technology', 'productivity', 'ecosystems', 'agriculture']"
101058830,['partial differential equations']
101058872,"['catalysis', 'energy and fuels']"
101058877,['sensors']
101058889,['structural health monitoring']
101058904,"['combinatorics', 'prime numbers']"
101058905,"['electric batteries', 'alkali metals', 'sensors', 'pollution', 'ceramics']"
101058956,['ecosystems']
101058962,"['economics', 'social inequalities', 'business and management']"
101058973,"['wastewater treatment processes', 'visual arts', 'history', 'spectroscopy']"
101058981,"['quantum computers', 'photons', 'spectroscopy']"
101059012,"['productivity', 'ecosystems']"
101059015,"['solar energy', 'organic chemistry', 'halogens']"
101059124,"['bacteriology', 'proteins', 'oncology']"
101059129,"['history', 'psychoanalysis']"
101059174,"['pandemics', 'taxation']"
101059180,"['super resolution microscopy', 'cell biology', 'lipids', 'mass spectrometry']"
101059188,"['public policies', 'sociology', 'pandemics', 'coronaviruses']"
101059190,"['proteins', 'data networks', 'geometry']"
101059232,"['sustainable agriculture', 'planets', 'business models', 'zoonosis', 'antibiotic resistance']"
101059236,"['alzheimer', 'isotope geochemistry', 'cosmochemistry', 'homeostasis']"
101059238,"['governance', 'ecosystems']"
101059245,"['public health', 'air pollution engineering', 'obstetrics', 'nutrition', 'hepatology']"
101059247,"['microscopy', 'agriculture']"
101059248,"['entrepreneurship', 'cinematography']"
101059253,['software']
101059260,"['inorganic compounds', 'bioremediation', 'hydrocarbons', 'petroleum', 'microbiology']"
101059264,"['hydroinformatics', 'ecosystems', 'water management', 'simulation software']"
101059267,"['nanotechnology', 'oncology']"
101059288,"['governance', 'nongovernmental organizations', 'modern history', 'democracy', 'globalization']"
101059320,"['thermodynamics', 'law']"
101059332,"['autonomous vehicles', 'coronaviruses', 'deep learning', 'computational intelligence', 'philosophy']"
101059340,"['nuclear physics', 'stem cells', 'oncology']"
101059348,"['neurobiology', 'schizophrenia']"
101059372,['ecosystems']
101059373,"['neurobiology', 'parkinson', 'transplantation']"
101059379,"['ecosystems', 'biomass']"
101059391,"['microfluidics', 'diabetes', 'polymer sciences', 'oncology', 'obesity']"
101059400,"['organic chemistry', 'scanning tunneling microscopy', 'spectroscopy']"
101059407,"['governance', 'ecosystems']"
101059408,"['nuclear fission', 'nuclear engineering', 'sustainable economy']"
101059418,['ornithology']
101059420,"['recycling', 'bioeconomy', 'biomass']"
101059423,"['analytical chemistry', 'drinking water treatment processes', 'electrophoresis']"
101059424,"['alzheimer', 'proteins', 'lipids', 'homeostasis']"
101059425,['didactics']
101059430,"['textiles', 'ecosystems', 'woodworking', 'biomass']"
101059435,"['microscopy', 'materials engineering', 'laser physics']"
101059438,"['governance', 'ecosystems', 'simulation software']"
101059460,['women’s studies']
101059461,"['viticulture', 'climatic changes']"
101059465,"['journalism', 'public libraries', 'contemporary history']"
101059468,"['graphene', 'electron microscopy', 'catalysis', 'graph theory', 'biomaterials']"
101059469,"['medicinal chemistry', 'DNA', 'enzymes']"
101059470,['linguistics']
101059473,['public policies']
101059479,"['nongovernmental organizations', 'hybrid energy', 'nuclear engineering', 'hydrogen energy', 'energy conversion']"
101059483,"['nongovernmental organizations', 'history', 'pandemics', 'ecosystems']"
101059484,"['smart cities', 'internet of things', 'statistics and probability']"
101059491,"['ecosystems', 'energy and fuels', 'climatic changes', 'sustainable economy', 'biomass']"
101059492,"['DNA', 'ecosystems', 'genomes']"
101059497,"['governance', 'dynamical systems', 'food safety']"
101059498,"['landscape ecology', 'governance', 'silviculture', 'dramaturgy', 'invasive species']"
101059502,['desalination']
101059511,"['composites', 'electrolysis', 'nuclear energy']"
101059523,"['fruit growing', 'nutrition', 'vegetable growing', 'ecosystems', 'entomology']"
101059528,"['semiconductivity', 'spectroscopy']"
101059532,"['galaxy evolution', 'spectroscopy']"
101059534,['pollution']
101059542,"['photocatalysis', 'metalloids']"
101059543,"['artificial intelligence', 'alkali metals', 'economics', 'nuclear engineering', 'energy and fuels']"
101059547,['machine learning']
101059548,['ecosystems']
101059552,"['history', 'bioeconomy', 'biomass', 'forestry']"
101059558,['law']
101059565,"['bioeconomy', 'agriculture']"
101059589,"['sustainable agriculture', 'business models', 'ecosystems']"
101059592,"['optical sensors', 'satellite technology', 'pollution', 'ecosystems']"
101059593,"['retinopathy', 'nano-materials']"
101059600,"['linguistics', 'history', 'archaeology', 'animal husbandry']"
101059603,"['combined heat and power', 'energy and fuels']"
101059605,['mammalogy']
101059607,"['geochemistry', 'comparative morphology', 'bacteriology', 'proteins', 'genomes']"
101059609,"['dairy', 'climatology', 'animal husbandry']"
101059626,"['ecosystems', 'animal husbandry']"
101059632,"['proteins', 'planets', 'nutrition', 'ecosystems']"
101059639,"['recycling', 'textiles', 'separation technologies']"
101059643,"['electrocatalysis', 'spectroscopy', 'mathematical model']"
101059659,['ecosystems']
101059662,"['databases', 'ecosystems', 'climatic changes']"
101059679,['organometallic chemistry']
101059682,"['supervised learning', 'nuclear engineering', 'computational science', 'simulation software']"
101059683,"['DNA', 'bioarchaeology', 'physical anthropology']"
101059685,"['separation technologies', 'simulation software']"
101059695,"['alkaline earth metals', 'ecosystems', 'agriculture']"
101059700,"['ecosystems', 'agriculture']"
101059716,['psychology']
101059723,"['revolutions', 'physical cosmology']"
101059732,"['ancient history', 'ecology', 'climatic changes', 'geology']"
101059740,"['proteins', 'stem cells', 'RNA']"
101059766,['human migrations']
101059785,"['fibers', 'sustainable agriculture', 'coating and films', 'bioeconomy', 'woodworking']"
101059786,"['coating and films', 'ecosystems', 'bioeconomy', 'alcohols', 'biomass']"
101059788,"['gene therapy', 'pharmaceutical drugs', 'oncology', 'immunotherapy', 'cells technologies']"
101059794,"['sustainable agriculture', 'ecosystems', 'civil society', 'simulation software', 'forestry']"
101059796,"['wastewater treatment processes', 'pollution', 'distillation']"
101059800,"['eastern religions', 'history', 'ethics']"
101059811,"['databases', 'democracy', 'gender equality', 'civil society']"
101059812,"['genetics', 'sustainable agriculture', 'apiculture']"
101059813,"['big data', 'cereals', 'legumes']"
101059823,"['marine biology', 'fisheries', 'governance', 'ecosystems']"
101059824,"['proteins', 'ecosystems', 'legumes']"
101059825,"['history', 'multiphysics', 'mathematical model']"
101059826,"['condensed matter physics', 'quantum physics', 'atomic physics', 'computational science']"
101059842,"['oncology', 'immunotherapy']"
101059849,"['sustainable agriculture', 'social inequalities', 'business models', 'psychology', 'law']"
101059852,['energy and fuels']
101059853,['nuclear energy']
101059863,"['edaphology', 'nutrition', 'ecosystems', 'climatic changes', 'sustainable economy']"
101059865,"['quantum physics', 'statistical mechanics', 'theoretical physics']"
101059872,"['governance', 'ecosystems']"
101059875,['drones']
101059877,"['marine biology', 'ecosystems', 'invasive species', 'climatic changes', 'ecosystem-based management']"
101059888,"['silviculture', 'ecosystems', 'bioeconomy', 'climatic changes', 'business and management']"
101059890,['coating and films']
101059891,"['renewable energy', 'production economics', 'climatic changes', 'machine learning']"
101059892,"['fisheries', 'governance']"
101059898,"['governance', 'renewable energy', 'ecosystems', 'sustainable economy']"
101059909,"['recycling', 'governance', 'ecosystems']"
101059911,"['food technology', 'educational sciences', 'governance', 'sustainable agriculture', 'business and management']"
101059915,"['marine biology', 'evolutionary biology', 'cell biology', 'ecosystems', 'mammalogy']"
101059916,"['religions', 'philosophy']"
101059918,"['history', 'popular music studies']"
101059920,"['5G', 'nano-materials', 'additive manufacturing']"
101059923,"['recycling', 'psychology', 'pollution']"
101059924,"['vaccines', 'agriculture', 'animal husbandry']"
101059938,['religions']
101059950,"['internet of things', 'governance', 'data processing']"
101059957,"['geographic information systems', 'ecosystems', 'climatic changes']"
101059981,"['gene therapy', 'innovation management', 'political transitions', 'cell biology']"
101059984,"['generative artificial intelligence', 'computational intelligence']"
101059985,"['internet', 'forestry']"
101059988,"['software', 'nongovernmental organizations', 'ecosystems', 'climatic changes']"
101059999,"['didactics', 'oncology', 'ecosystems', 'agriculture']"
101060007,"['arts', 'literary theory']"
101060011,"['genetics', 'databases', 'government systems']"
101060014,['social sciences']
101060020,"['governance', 'sensors']"
101060028,"['nuclear waste management', 'waste management', 'sustainable economy']"
101060038,"['ancient history', 'literary genres', 'law']"
101060054,"['governance', 'innovation management', 'arts']"
101060057,"['software', 'agriculture', 'genomes', 'microbiology']"
101060066,"['biomaterials', 'genomes']"
101060072,"['marine biology', 'climatic zones', 'ecosystems', 'climatic changes']"
101060075,"['governance', 'ecosystems', 'agriculture']"
101060096,"['modern history', 'globalization', 'commerce']"
101060102,"['data science', 'innovation management', 'clinical medicine']"
101060107,"['pandemics', 'employment']"
101060110,"['wastewater treatment processes', 'pollution', 'sustainable economy', 'government systems']"
101060124,"['sustainability sciences', 'climate change adaptation', 'cereals', 'legumes']"
101060133,"['governance', 'bioeconomy']"
101060142,['sustainable economy']
101060143,['photons']
101060162,"['quantum physics', 'quantum computers']"
101060166,"['innovation management', 'bioeconomy']"
101060170,['pollution']
101060172,"['alkaline earth metals', 'proteins']"
101060179,"['sustainable agriculture', 'innovation management']"
101060184,"['sensors', 'sustainable economy']"
101060211,"['bacteriology', 'bioelectrochemistry', 'mycology', 'data mining', 'pollution']"
101060212,"['business models', 'agriculture', 'climatic changes', 'sustainable economy']"
101060213,"['fisheries', 'food technology', 'governance', 'pollution', 'agriculture']"
101060218,"['databases', 'nutrition', 'ecosystems', 'microbiology', 'fermentation']"
101060228,"['nuclear waste management', 'bioremediation', 'microbiology']"
101060231,"['didactics', 'robotics', 'additive manufacturing']"
101060237,"['fertility', 'social inequalities']"
101060244,"['gene therapy', 'cell biology', 'stem cells', 'parkinson', 'genomes']"
101060247,"['nutrition', 'ecosystems', 'sustainable economy', 'microbiology', 'fermentation']"
101060252,"['governance', 'bioeconomy', 'sustainable economy']"
101060264,"['innovation management', 'bioeconomy']"
101060280,"['governance', 'nongovernmental organizations', 'bioeconomy', 'government systems']"
101060294,"['pandemics', 'e-commerce', 'business models', 'coronaviruses', 'forestry']"
101060296,"['sleep disorders', 'drug discovery', 'diabetes', 'oncology', 'pathology']"
101060306,"['quantum computers', 'sensors', 'metalloids', 'laser physics']"
101060309,"['hydrology', 'silviculture', 'biodiversity conservation', 'ecosystems', 'climatic changes']"
101060315,"['databases', 'revolutions', 'democracy']"
101060320,['ecosystems']
101060327,['nuclear energy']
101060329,"['wastewater treatment processes', 'governance', 'agriculture']"
101060342,"['marine biology', 'climatic changes']"
101060343,"['recycling', 'textiles', 'ecosystems', 'employment']"
101060361,"['bioremediation', 'mining and mineral processing', 'hydrocarbons', 'waste treatment processes', 'microbiology']"
101060368,"['fisheries', 'public services', 'nutrition', 'ecosystems']"
101060375,"['recycling', 'textiles']"
101060379,"['agricultural genetics', 'ecosystems', 'bioeconomy', 'climatic changes', 'fermentation']"
101060382,"['journalism', 'sustainable agriculture', 'forestry']"
101060393,"['fruit growing', 'ecosystems', 'climatic changes', 'microbiology']"
101060415,['ecosystems']
101060418,"['governance', 'pollution', 'ecosystems', 'climatic changes']"
101060423,"['land management', 'ecosystems', 'agriculture']"
101060426,"['compost', 'ecosystems', 'agriculture']"
101060427,"['two-dimensional nanostructures', 'solid-state physics']"
101060428,"['wastewater treatment processes', 'sensors', 'pollution']"
101060429,"['nongovernmental organizations', 'ecosystems']"
101060430,['vegetable growing']
101060441,['cinematography']
101060448,"['democracy', 'social inequalities', 'coronaviruses', 'political philosophy', 'human rights']"
101060452,"['planets', 'climatic changes', 'glaciology']"
101060455,"['recycling', 'pollution', 'ecosystems', 'agriculture']"
101060464,"['governance', 'sustainability sciences', 'climate change adaptation', 'air pollution engineering', 'ecosystems']"
101060474,['agriculture']
101060476,"['governance', 'bioeconomy', 'biomass', 'forestry']"
101060481,"['political policies', 'business and management', 'biological behavioural sciences', 'political economy']"
101060482,"['odontology', 'nutrition', 'biophysics', 'physical anthropology']"
101060483,['nutrition']
101060487,"['electrolysis', 'hydrocarbons', 'catalysis', 'forestry']"
101060497,"['pollution', 'ecosystems']"
101060504,"['governance', 'ecosystems', 'bioeconomy', 'social geography']"
101060525,['didactics']
101060527,"['governance', 'agriculture', 'forestry']"
101060529,"['drones', 'agriculture', 'animal husbandry', 'forestry']"
101060534,['cryptography']
101060536,['nutrition']
101060537,"['governance', 'nongovernmental organizations', 'social inequalities', 'biomass']"
101060538,"['sustainable agriculture', 'economics', 'proteins']"
101060546,"['textiles', 'pollution', 'ecosystems', 'bioeconomy']"
101060553,"['agriculture, forestry, and fisheries', 'ecosystems', 'bioeconomy']"
101060554,"['sustainability sciences', 'silviculture', 'ecosystems', 'climatic changes', 'business and management']"
101060558,['ecosystems']
101060564,['cryptography']
101060568,"['pandemics', 'coronaviruses', 'ecosystems']"
101060576,"['history', 'globalization']"
101060584,"['stroke', 'magnetic resonance imaging']"
101060588,['ecosystems']
101060591,['agriculture']
101060592,['governance']
101060593,"['plant protection', 'horticulture', 'sustainable economy', 'forestry', 'law']"
101060607,"['phycology', 'proteins', 'lipids', 'bioeconomy', 'biomass']"
101060616,"['DNA', 'proteins', 'agronomy', 'coronaviruses', 'sustainable economy']"
101060618,"['innovation management', 'ecosystems', 'bioeconomy']"
101060625,"['recycling', 'wastewater treatment processes', 'bioremediation', 'petroleum', 'enzymes']"
101060634,"['plant protection', 'databases', 'volatile organic compounds', 'sensors', 'climatic changes']"
101060635,"['productivity', 'ecosystems', 'agriculture', 'forestry']"
101060638,"['geographic information systems', 'sensors']"
101060639,"['biodiversity conservation', 'sensors', 'ecosystems']"
101060643,"['software', 'drones', 'ecosystems', 'agriculture', 'forestry']"
101060645,"['dairy', 'fruit growing', 'vegetable growing', 'animal husbandry', 'cereals']"
101060650,['productivity']
101060660,['linguistics']
101060666,['ecosystems']
101060679,"['social inequalities', 'air pollution engineering', 'pollution', 'climatic changes', 'sustainable economy']"
101060684,"['ecosystems', 'biomaterials']"
101060693,"['ecosystems', 'agriculture']"
101060695,['ethnomusicology']
101060698,"['bacteriology', 'food safety', 'nutrition', 'crisis management']"
101060703,"['ecosystems', 'bioeconomy']"
101060707,"['marine biology', 'ecosystems', 'sustainable economy']"
101060712,"['data science', 'control systems', 'sensors', 'ichthyology', 'sustainable economy']"
101060739,"['internet of things', 'cryptography', 'food safety', 'sustainable economy']"
101060742,"['governance', 'bioeconomy', 'government systems']"
101060749,"['democracy', 'women’s studies', 'civil society']"
101060762,"['internet of things', 'satellite technology', 'remote sensing', 'drones', 'sustainable economy']"
101060765,"['governance', 'ecosystems', 'biomass', 'forestry']"
101060768,"['visual arts', 'revolutions', 'materials engineering', 'nano-materials']"
101060774,"['governance', 'employment']"
101060778,"['governance', 'drones', 'animal husbandry', 'machine learning', 'forestry']"
101060784,['ecosystems']
101060789,"['ecosystems', 'agriculture']"
101060790,"['governance', 'ecosystems']"
101060800,"['recycling', 'economics', 'energy and fuels']"
101060806,['food packaging']
101060807,['colors']
101060809,['democracy']
101060813,"['biochemistry', 'synthetic biology', 'bioprocessing technologies', 'nanomedicine']"
101060814,"['industrial biotechnology', 'proteins', 'ecosystems', 'bioeconomy', 'biomass']"
101060816,"['agronomy', 'ecosystems']"
101060818,"['antibiotics', 'sensors', 'animal husbandry']"
101060825,"['public policies', 'governance', 'pandemics', 'coronaviruses']"
101060826,['nuclear engineering']
101060834,"['electrocatalysis', 'fuel cells', 'spectroscopy', 'mathematical model']"
101060835,"['business models', 'pollution', 'agriculture', 'sustainable economy']"
101060836,"['essays', 'democracy', 'women’s studies']"
101060841,"['infectious diseases', 'mycology']"
101060856,"['democracy', 'anthropology', 'civil society']"
101060874,"['governance', 'civil society', 'sustainable economy', 'water management', 'hydraulic engineering']"
101060879,['fisheries']
101060881,"['e-governance', 'telecommunications networks']"
101060884,"['ecosystems', 'agriculture']"
101060887,"['governance', 'irrigation', 'nutrition']"
101060888,"['astronomy', 'census']"
101060899,"['democracy', 'ideologies']"
101060905,['civil society']
101060918,"['didactics', 'pandemics']"
101060920,"['planets', 'nuclear energy', 'civil society', 'climatic changes', 'sustainable economy']"
101060922,"['governance', 'pollution']"
101060937,"['marine biology', 'governance', 'ecosystems']"
101060941,"['fibers', 'polyurethane', 'coating and films', 'nano-materials', 'sustainable economy']"
101060942,"['nongovernmental organizations', 'anthropology', 'ideologies', 'physical cosmology']"
101060954,"['ecosystems', 'agriculture']"
101060955,['gravitational waves']
101060958,"['governance', 'ecosystems', 'sustainable economy', 'law']"
101060974,"['fisheries', 'business models', 'bioeconomy', 'biological interactions', 'public administration']"
101060987,"['alzheimer', 'proteins', 'microscopy', 'pathology', 'parkinson']"
101060991,"['wastewater treatment processes', 'dairy', 'productivity', 'sensors', 'biomass']"
101060995,"['grains and oilseeds', 'ecology', 'political sciences']"
101061001,"['internet of things', 'pollution', 'ecosystems']"
101061007,"['combined heat and power', 'nuclear engineering', 'hydrogen energy']"
101061011,"['5G', 'object detection', 'machine learning']"
101061015,"['gene therapy', 'bioeconomy', 'amines', 'root crops']"
101061016,['data processing']
101061023,"['mortality', 'databases', 'nutrition']"
101061026,"['geometry', 'geothermal energy']"
101061028,['fruit growing']
101061037,"['oncology', 'employment']"
101061051,"['governance', 'databases']"
101061053,['ecology']
101061060,"['governance', 'databases', 'ecosystems', 'agriculture', 'forestry']"
101061083,['ecosystems']
101061104,['social inequalities']
101061123,['employment']
101061142,"['nuclear waste management', 'nuclear decay']"
101061151,"['proteins', 'mutation', 'leukemia']"
101061157,"['didactics', 'colors', 'textiles', 'coronaviruses']"
101061163,"['arts', 'civil society', 'software applications']"
101061171,"['neurobiology', 'alzheimer', 'alkaline earth metals']"
101061173,"['software', 'psychology']"
101061185,"['nuclear energy', 'computational fluid dynamics', 'simulation software', 'mathematical model']"
101061195,['energy and fuels']
101061198,"['automation', 'ethnology', 'gender equality', 'employment', 'unemployment']"
101061201,"['history', 'simulation software']"
101061202,['agriculture']
101061217,"['optical astronomy', 'particle physics', 'black holes', 'galaxy evolution']"
101061230,"['pharmaceutical drugs', 'isotope geochemistry', 'radiation chemistry']"
101061233,"['pandemics', 'business models']"
101061241,"['nuclear energy', 'materials engineering', 'simulation software', 'mathematical model']"
101061251,"['electric power generation', 'nuclear energy']"
101061255,"['proteomics', 'mycology', 'mammalogy', 'medical and health sciences']"
101061256,"['democracy', 'civil society']"
101061272,"['democracy', 'coronaviruses', 'crisis management', 'human migrations', 'law']"
101061275,"['colors', 'history']"
101061288,"['didactics', 'human migrations']"
101061290,"['veterinary sciences', 'entrepreneurship', 'animal husbandry', 'contemporary history', 'globalization']"
101061303,"['dramaturgy', 'ecosystems']"
101061304,"['political communication', 'public health', 'elections', 'ecosystems']"
101061314,"['journalism', 'databases']"
101061315,"['software', 'algebra']"
101061320,"['structural engineering', 'petroleum', 'wind power', 'climatic changes']"
101061330,"['journalism', 'democracy']"
